윈도우,prefix,전체 빈도,빈도 기반_예측,빈도 기반_신뢰도(%),빈도 기반_예측빈도,가중치 기반_예측,가중치 기반_신뢰도(%),가중치 기반_예측빈도,시뮬레이션 승률(%)
11,bpbbbpbbpb,140,b,52.14,140,b,62.98,2.7,-
11,bpbbbpbbpp,122,b,54.92,122,p,84.3,3.1,66.7
11,bpbbbpbpbb,116,b,51.72,116,b,52.77,2.3,0.0
11,bpbbbpbpbp,115,b,53.91,115,b,69.94,2.7,0.0
11,bpbbbpbppb,114,p,51.75,114,p,65.94,3.6,100.0
11,bpbbbpbppp,114,b,51.75,114,b,51,2.1,-
11,bpbbbppbbb,131,b,51.15,131,b,65.19,1.9,-
11,bpbbbppbbp,93,p,50.54,93,p,88.73,1.2,0.0
11,bpbbbppbpb,133,b,53.38,133,p,65.07,4.5,-
11,bpbbbppbpp,112,b,58.93,112,b,78,1.8,-
11,bpbbbpppbb,119,p,50.42,119,b,55.66,3.6,-
11,bpbbbpppbp,97,p,58.76,97,p,84.12,2.2,-
11,bpbbbppppb,124,b,52.42,124,p,51.63,1.5,-
11,bpbbbppppp,82,b,52.44,82,b,72.91,2.5,40.0
11,bpbbpbbbbb,110,b,53.64,110,b,73.14,2.7,-
11,bpbbpbbbbp,139,p,53.24,139,p,61.95,2.9,-
11,bpbbpbbbpb,123,b,58.54,123,p,52.95,2.3,50.0
11,bpbbpbbbpp,102,b,60.78,102,b,56,3.4,100.0
11,bpbbpbbpbb,145,p,57.93,145,b,50.1,4.3,-
11,bpbbpbbpbp,151,b,52.98,151,p,50.98,4.9,-
11,bpbbpbbppb,111,b,58.56,111,p,51.13,1.8,33.3
11,bpbbpbbppp,122,p,50.82,122,b,51.87,5.6,-
11,bpbbpbpbbb,125,p,54.4,125,b,52.79,2.1,-
11,bpbbpbpbbp,98,b,50,98,p,50.21,1.9,0.0
11,bpbbpbpbpb,133,p,50.38,133,b,86.55,3.7,-
11,bpbbpbpbpp,121,b,52.89,121,p,68.12,1.8,-
11,bpbbpbppbb,127,b,58.27,127,b,69.49,2.0,50.0
11,bpbbpbppbp,113,b,55.75,113,b,68.03,1.7,-
11,bpbbpbpppb,130,b,53.85,130,p,56.75,4.1,-
11,bpbbpbpppp,118,b,54.24,118,b,76.26,2.1,-
11,bpbbppbbbb,104,p,53.85,104,p,76.95,1.4,100.0
11,bpbbppbbbp,121,b,53.72,121,p,59.97,2.5,-
11,bpbbppbbpb,119,b,57.14,119,b,57.65,4.8,50.0
11,bpbbppbbpp,119,b,51.26,119,p,82.43,3.9,-
11,bpbbppbpbb,112,p,52.68,112,p,82.36,1.4,-
11,bpbbppbpbp,101,p,52.48,101,p,73.93,2.1,-
11,bpbbppbppb,103,b,52.43,103,b,54.49,1.5,-
11,bpbbppbppp,109,p,54.13,109,p,74.19,4.5,28.6
11,bpbbpppbbb,111,p,61.26,111,p,52.29,2.0,-
11,bpbbpppbbp,137,b,52.55,137,p,64.21,3.9,-
11,bpbbpppbpb,127,b,51.18,127,b,55.38,3.0,-
11,bpbbpppbpp,111,b,52.25,111,b,79.23,2.1,0.0
11,bpbbppppbb,103,p,62.14,103,p,77.71,2.9,-
11,bpbbppppbp,120,b,54.17,120,p,58.94,2.7,-
11,bpbbpppppb,108,p,52.78,108,p,65.78,3.4,-
11,bpbbpppppp,97,b,53.61,97,b,91.49,2.9,83.3
11,bpbpbbbbbb,135,b,52.59,135,p,70.19,1.0,-
11,bpbpbbbbbp,131,p,57.25,131,p,52.42,3.4,-
11,bpbpbbbbpb,113,b,52.21,113,p,56.95,3.0,-
11,bpbpbbbbpp,88,p,51.14,88,b,81.02,1.1,50.0
11,bpbpbbbpbb,136,b,50.74,136,p,61.67,2.5,-
11,bpbpbbbpbp,105,p,55.24,105,p,65.84,0.8,-
11,bpbpbbbppb,118,p,50.85,118,p,66.55,1.7,-
11,bpbpbbbppp,108,b,54.63,108,b,77.21,1.6,100.0
11,bpbpbbpbbb,106,b,53.77,106,p,59,2.4,-
11,bpbpbbpbbp,131,b,56.49,131,b,62.83,3.9,-
11,bpbpbbpbpb,101,p,51.49,101,b,54.11,1.7,80.0
11,bpbpbbpbpp,122,b,53.28,122,p,68.42,3.5,-
11,bpbpbbppbb,130,p,55.38,130,p,70.51,4.4,-
11,bpbpbbppbp,97,b,52.58,97,b,52.78,2.1,-
11,bpbpbbpppb,117,p,54.7,117,p,62.43,2.8,-
11,bpbpbbpppp,111,b,54.95,111,b,73.5,2.6,-
11,bpbpbpbbbb,109,b,55.05,109,b,57.61,2.8,100.0
11,bpbpbpbbbp,126,p,50,126,b,57.95,2.3,-
11,bpbpbpbbpb,136,b,61.03,136,p,51.42,4.1,-
11,bpbpbpbbpp,109,b,52.29,109,b,66.54,3.2,-
11,bpbpbpbpbb,102,p,50.98,102,p,59.11,1.8,50.0
11,bpbpbpbpbp,97,p,55.67,97,p,55.49,0.6,-
11,bpbpbpbppb,104,b,56.73,104,b,69.02,0.6,-
11,bpbpbpbppp,109,p,53.21,109,p,57.91,2.1,-
11,bpbpbppbbb,146,p,50.68,146,p,64.41,1.3,-
11,bpbpbppbbp,132,b,50,132,p,73.36,2.2,-
11,bpbpbppbpb,103,b,53.4,103,b,65.53,0.9,0.0
11,bpbpbppbpp,88,b,52.27,88,p,50.15,2.3,0.0
11,bpbpbpppbb,113,p,53.98,113,p,65.34,2.1,-
11,bpbpbpppbp,100,b,51,100,b,64.56,2.0,0.0
11,bpbpbppppb,112,b,52.68,112,p,51.43,2.1,-
11,bpbpbppppp,99,p,50.51,99,b,52.38,1.0,0.0
11,bpbppbbbbb,117,b,57.26,117,p,54.43,2.1,-
11,bpbppbbbbp,127,b,55.91,127,b,87.89,1.8,-
11,bpbppbbbpb,132,b,50.76,132,b,61.31,2.0,-
11,bpbppbbbpp,113,p,50.44,113,b,82.32,1.5,50.0
11,bpbppbbpbb,117,b,52.99,117,b,83.93,2.1,-
11,bpbppbbpbp,131,b,56.49,131,b,93.43,1.2,-
11,bpbppbbppb,119,b,57.14,119,b,54.29,3.2,-
11,bpbppbbppp,108,b,52.78,108,p,72.4,2.3,33.3
11,bpbppbpbbb,102,b,50.98,102,b,64.67,2.6,-
11,bpbppbpbbp,116,p,50.86,116,p,68.63,2.1,100.0
11,bpbppbpbpb,102,b,57.84,102,b,55.98,1.5,100.0
11,bpbppbpbpp,105,p,55.24,105,b,67.23,2.7,-
11,bpbppbppbb,117,p,57.26,117,b,59.95,2.8,-
11,bpbppbppbp,93,b,54.84,93,b,57.71,2.6,-
11,bpbppbpppb,111,b,51.35,111,p,71.48,1.9,-
11,bpbppbpppp,87,b,57.47,87,b,59.97,2.4,66.7
11,bpbpppbbbb,123,b,54.47,123,b,61.86,2.1,-
11,bpbpppbbbp,95,b,52.63,95,p,52.13,2.1,33.3
11,bpbpppbbpb,127,p,56.69,127,b,85.65,1.8,-
11,bpbpppbbpp,111,b,54.05,111,b,56.66,3.8,0.0
11,bpbpppbpbb,113,b,51.33,113,b,54.9,2.8,-
11,bpbpppbpbp,93,p,56.99,93,p,66.97,2.6,100.0
11,bpbpppbppb,96,b,57.29,96,b,59.82,3.1,33.3
11,bpbpppbppp,94,b,57.45,94,b,68.39,2.9,0.0
11,bpbppppbbb,119,b,52.1,119,b,60.18,2.3,-
11,bpbppppbbp,115,b,56.52,115,b,58.29,4.1,100.0
11,bpbppppbpb,109,p,50.46,109,b,58.9,2.4,0.0
11,bpbppppbpp,102,p,50,102,p,70.29,1.0,100.0
11,bpbpppppbb,108,b,50.93,108,b,64.04,0.8,-
11,bpbpppppbp,108,b,56.48,108,p,67.6,2.1,-
11,bpbppppppb,104,b,50,104,p,60.13,2.8,25.0
11,bpbppppppp,107,b,57.01,107,p,54.47,1.9,-
11,bppbbbbbbb,138,p,55.8,138,b,73.02,2.1,-
11,bppbbbbbbp,115,p,53.91,115,p,53.83,1.9,-
11,bppbbbbbpb,109,b,52.29,109,p,89.7,0.7,-
11,bppbbbbbpp,82,p,53.66,82,b,55.97,3.3,100.0
11,bppbbbbpbb,135,p,58.52,135,p,58.53,4.4,-
11,bppbbbbpbp,106,p,57.55,106,b,71.81,1.5,-
11,bppbbbbppb,119,p,54.62,119,p,55.19,1.3,-
11,bppbbbbppp,103,b,51.46,103,p,64.86,1.6,50.0
11,bppbbbpbbb,127,b,50.39,127,b,54.12,2.8,-
11,bppbbbpbbp,116,b,51.72,116,p,78.87,1.6,-
11,bppbbbpbpb,128,p,56.25,128,b,65.38,2.9,-
11,bppbbbpbpp,99,b,50.51,99,b,67.22,2.8,100.0
11,bppbbbppbb,104,p,61.54,104,p,91.08,2.8,-
11,bppbbbppbp,94,b,50,94,b,62.31,1.9,-
11,bppbbbpppb,103,p,53.4,103,p,72,2.6,-
11,bppbbbpppp,97,b,53.61,97,b,52.83,1.4,33.3
11,bppbbpbbbb,115,p,56.52,115,p,73.35,3.2,80.0
11,bppbbpbbbp,116,b,50.86,116,b,66.02,2.3,-
11,bppbbpbbpb,142,b,52.82,142,b,71.37,4.7,-
11,bppbbpbbpp,98,b,52.04,98,p,51.77,2.3,-
11,bppbbpbpbb,123,p,52.03,123,p,82.68,2.7,-
11,bppbbpbpbp,105,p,53.33,105,b,80.84,1.7,50.0
11,bppbbpbppb,126,b,53.17,126,b,71.52,2.6,-
11,bppbbpbppp,103,p,51.46,103,p,60.12,1.1,0.0
11,bppbbppbbb,105,p,52.38,105,p,71.36,1.6,75.0
11,bppbbppbbp,126,b,55.56,126,b,66.15,3.7,-
11,bppbbppbpb,127,p,52.76,127,p,54.73,3.0,-
11,bppbbppbpp,110,b,50.91,110,p,66.46,1.8,100.0
11,bppbbpppbb,122,p,50.82,122,p,76.66,1.7,-
11,bppbbpppbp,112,b,50.89,112,b,55.6,3.6,-
11,bppbbppppb,103,p,53.4,103,b,57.21,2.8,-
11,bppbbppppp,98,p,54.08,98,b,80.78,2.9,60.0
11,bppbpbbbbb,106,p,50,106,p,95.9,2.5,-
11,bppbpbbbbp,100,p,51,100,b,55.25,2.7,-
11,bppbpbbbpb,125,p,50.4,125,p,62.92,3.1,-
11,bppbpbbbpp,118,p,50.85,118,b,67.51,3.2,-
11,bppbpbbpbb,125,b,52.8,125,p,59.4,3.7,-
11,bppbpbbpbp,129,b,53.49,129,b,74.66,2.8,-
11,bppbpbbppb,94,p,56.38,94,b,51.99,2.5,0.0
11,bppbpbbppp,120,b,57.5,120,b,53.28,2.0,-
11,bppbpbpbbb,112,b,55.36,112,b,71.32,1.0,-
11,bppbpbpbbp,105,p,59.05,105,p,68.68,2.2,-
11,bppbpbpbpb,105,b,59.05,105,b,63.68,1.5,100.0
11,bppbpbpbpp,103,b,59.22,103,b,82.32,1.2,100.0
11,bppbpbppbb,128,p,55.47,128,p,64.78,3.5,-
11,bppbpbppbp,117,p,51.28,117,p,63.06,2.6,-
11,bppbpbpppb,98,b,58.16,98,p,78.87,2.4,50.0
11,bppbpbpppp,110,b,53.64,110,b,50.4,4.9,-
11,bppbppbbbb,118,b,53.39,118,b,72.58,2.0,-
11,bppbppbbbp,97,b,54.64,97,b,59.2,1.3,-
11,bppbppbbpb,123,b,54.47,123,b,57.08,2.6,-
11,bppbppbbpp,109,b,56.88,109,p,68.75,0.9,-
11,bppbppbpbb,118,p,54.24,118,p,58.38,3.2,-
11,bppbppbpbp,117,p,52.14,117,p,72.29,2.6,-
11,bppbppbppb,98,b,56.12,98,b,54.82,1.6,-
11,bppbppbppp,88,b,53.41,88,b,80.28,2.0,0.0
11,bppbpppbbb,118,p,52.54,118,b,52.25,2.3,-
11,bppbpppbbp,87,b,51.72,87,p,56.66,1.0,100.0
11,bppbpppbpb,92,p,53.26,92,p,65.04,3.1,0.0
11,bppbpppbpp,109,p,50.46,109,b,76.47,2.5,-
11,bppbppppbb,116,b,52.59,116,b,66.51,1.8,-
11,bppbppppbp,81,b,58.02,81,p,72.5,2.6,-
11,bppbpppppb,80,b,53.75,80,b,63.7,1.8,-
11,bppbpppppp,102,p,52.94,102,b,74.54,2.3,-
11,bpppbbbbbb,106,b,53.77,106,p,75.69,1.1,-
11,bpppbbbbbp,106,b,54.72,106,p,62.29,2.1,-
11,bpppbbbbpb,98,b,53.06,98,p,55.93,3.1,60.0
11,bpppbbbbpp,112,b,53.57,112,p,78.22,3.3,-
11,bpppbbbpbb,112,p,55.36,112,p,59.95,3.0,100.0
11,bpppbbbpbp,92,b,52.17,92,b,62.71,2.5,-
11,bpppbbbppb,121,b,51.24,121,b,61.13,1.8,-
11,bpppbbbppp,98,p,52.04,98,p,74.7,2.1,-
11,bpppbbpbbb,117,p,55.56,117,b,62.29,3.0,-
11,bpppbbpbbp,112,p,64.29,112,b,64.05,1.0,-
11,bpppbbpbpb,127,b,53.54,127,b,74.02,1.1,-
11,bpppbbpbpp,105,b,55.24,105,b,53.1,1.6,50.0
11,bpppbbppbb,117,b,58.97,117,b,77.85,3.7,-
11,bpppbbppbp,89,p,52.81,89,b,76.73,2.3,100.0
11,bpppbbpppb,106,p,52.83,106,p,70.46,1.8,-
11,bpppbbpppp,110,b,52.73,110,b,63.18,3.9,-
11,bpppbpbbbb,103,p,52.43,103,p,76.82,1.2,0.0
11,bpppbpbbbp,112,b,57.14,112,b,57.16,2.3,-
11,bpppbpbbpb,118,b,50.85,118,p,67.68,2.2,-
11,bpppbpbbpp,115,b,53.04,115,b,64.25,3.5,-
11,bpppbpbpbb,102,b,50.98,102,b,59.59,1.6,-
11,bpppbpbpbp,116,b,50.86,116,b,59.43,2.3,-
11,bpppbpbppb,90,b,50,90,p,60.12,2.6,100.0
11,bpppbpbppp,106,b,52.83,106,p,51.39,4.0,-
11,bpppbppbbb,103,b,54.37,103,p,84.85,3.1,-
11,bpppbppbbp,93,p,51.61,93,p,78.78,1.2,0.0
11,bpppbppbpb,115,p,60,115,p,64.59,3.5,-
11,bpppbppbpp,95,p,50.53,95,b,68.94,2.7,0.0
11,bpppbpppbb,98,b,55.1,98,b,79.57,3.0,-
11,bpppbpppbp,115,b,52.17,115,b,58.32,1.6,-
11,bpppbppppb,106,b,57.55,106,b,52.03,2.0,-
11,bpppbppppp,100,b,50,100,p,51.23,3.2,0.0
11,bppppbbbbb,112,b,53.57,112,b,55.77,2.4,-
11,bppppbbbbp,103,b,54.37,103,p,55.8,4.0,25.0
11,bppppbbbpb,106,b,54.72,106,b,93.37,2.5,-
11,bppppbbbpp,104,p,59.62,104,b,64.8,1.2,-
11,bppppbbpbb,116,p,54.31,116,b,72.83,2.7,100.0
11,bppppbbpbp,112,p,54.46,112,b,69.06,1.5,-
11,bppppbbppb,115,b,53.04,115,b,82.34,2.8,-
11,bppppbbppp,108,b,53.7,108,b,85.99,2.8,50.0
11,bppppbpbbb,125,p,56,125,b,60.35,1.8,0.0
11,bppppbpbbp,101,p,51.49,101,p,75.62,2.7,-
11,bppppbpbpb,107,p,57.94,107,p,63.14,1.8,-
11,bppppbpbpp,103,b,51.46,103,b,73.71,1.6,50.0
11,bppppbppbb,99,p,62.63,99,p,69.94,3.1,66.7
11,bppppbppbp,108,b,50,108,b,59.86,2.7,-
11,bppppbpppb,109,p,53.21,109,p,50.78,1.8,-
11,bppppbpppp,101,b,50.5,101,p,53.14,1.5,-
11,bpppppbbbb,95,b,55.79,95,b,59.15,1.7,75.0
11,bpppppbbbp,107,p,53.27,107,b,89.31,2.6,-
11,bpppppbbpb,104,p,54.81,104,p,53.97,1.3,-
11,bpppppbbpp,107,b,52.34,107,b,65.86,3.0,-
11,bpppppbpbb,122,p,52.46,122,b,59.96,3.0,-
11,bpppppbpbp,85,b,55.29,85,b,66.82,1.5,-
11,bpppppbppb,95,b,51.58,95,p,72.73,2.9,66.7
11,bpppppbppp,101,b,51.49,101,p,60.31,3.0,-
11,bppppppbbb,103,b,57.28,103,b,50.32,1.3,-
11,bppppppbbp,93,p,54.84,93,p,65.73,3.4,100.0
11,bppppppbpb,113,p,54.87,113,p,68.76,4.6,-
11,bppppppbpp,91,p,56.04,91,b,50.7,2.8,100.0
11,bpppppppbb,117,p,57.26,117,b,60.92,2.3,-
11,bpppppppbp,101,b,50.5,101,b,73.38,1.4,-
11,bppppppppb,96,b,56.25,96,b,81.61,1.6,25.0
11,bppppppppp,100,p,54,100,b,59.9,1.8,-
11,pbbbbbbbbb,133,p,59.4,133,p,59.43,2.0,-
11,pbbbbbbbbp,112,b,54.46,112,b,78.27,2.2,100.0
11,pbbbbbbbpb,136,p,52.21,136,b,71.61,1.3,-
11,pbbbbbbbpp,120,p,50.83,120,b,68.56,0.6,-
11,pbbbbbbpbb,116,b,55.17,116,p,67.23,1.9,-
11,pbbbbbbpbp,96,b,51.04,96,p,60.11,2.0,50.0
11,pbbbbbbppb,109,b,58.72,109,p,53.1,1.4,-
11,pbbbbbbppp,125,p,55.2,125,p,50.98,3.6,-
11,pbbbbbpbbb,109,b,59.63,109,p,58.03,0.8,-
11,pbbbbbpbbp,112,p,55.36,112,p,53.88,1.6,-
11,pbbbbbpbpb,83,b,59.04,83,b,69.23,2.7,50.0
11,pbbbbbpbpp,112,b,50.89,112,p,72.26,2.3,-
11,pbbbbbppbb,111,b,54.95,111,b,58.37,2.7,-
11,pbbbbbppbp,98,b,54.08,98,b,68.41,2.6,75.0
11,pbbbbbpppb,124,p,50.81,124,b,58.61,2.8,-
11,pbbbbbpppp,105,b,50.48,105,p,63.75,2.1,-
11,pbbbbpbbbb,115,p,54.78,115,p,66.2,3.3,40.0
11,pbbbbpbbbp,122,b,51.64,122,b,65.23,3.3,-
11,pbbbbpbbpb,133,b,54.89,133,b,64.94,4.9,-
11,pbbbbpbbpp,115,p,56.52,115,b,72.53,2.9,-
11,pbbbbpbpbb,111,b,53.15,111,p,74.46,3.9,60.0
11,pbbbbpbpbp,108,p,54.63,108,p,61.63,3.1,100.0
11,pbbbbpbppb,112,p,51.79,112,b,65.15,2.9,-
11,pbbbbpbppp,122,p,50,122,b,63.99,1.0,-
11,pbbbbppbbb,102,b,57.84,102,p,72.82,2.2,-
11,pbbbbppbbp,126,p,52.38,126,p,81.36,3.6,-
11,pbbbbppbpb,123,p,51.22,123,b,63.29,1.3,-
11,pbbbbppbpp,108,b,64.81,108,b,68.75,1.6,-
11,pbbbbpppbb,104,p,50.96,104,p,62.03,1.5,-
11,pbbbbpppbp,101,p,52.48,101,p,71.61,2.3,-
11,pbbbbppppb,110,p,51.82,110,p,60.87,3.1,-
11,pbbbbppppp,97,p,51.55,97,p,57.72,2.5,50.0
11,pbbbpbbbbb,119,p,52.1,119,b,51.29,3.3,100.0
11,pbbbpbbbbp,124,b,58.87,124,b,50.44,2.9,0.0
11,pbbbpbbbpb,127,p,53.54,127,b,54.22,3.4,-
11,pbbbpbbbpp,125,p,56,125,p,67.25,3.4,33.3
11,pbbbpbbpbb,127,b,50.39,127,p,72.66,3.3,-
11,pbbbpbbpbp,123,p,55.28,123,b,67.78,2.3,-
11,pbbbpbbppb,124,b,56.45,124,b,53.72,2.0,50.0
11,pbbbpbbppp,119,b,52.94,119,b,53.39,4.1,25.0
11,pbbbpbpbbb,115,p,51.3,115,p,70.09,3.0,-
11,pbbbpbpbbp,106,p,51.89,106,p,78.26,2.2,0.0
11,pbbbpbpbpb,123,b,52.03,123,p,50.93,2.3,-
11,pbbbpbpbpp,114,b,52.63,114,b,68.12,2.0,-
11,pbbbpbppbb,103,b,56.31,103,b,97.58,2.2,-
11,pbbbpbppbp,99,p,51.52,99,b,56.26,3.9,100.0
11,pbbbpbpppb,104,p,54.81,104,p,76.32,2.4,50.0
11,pbbbpbpppp,104,b,50,104,b,85.02,2.0,-
11,pbbbppbbbb,113,p,51.33,113,p,61.12,2.3,-
11,pbbbppbbbp,104,b,54.81,104,b,66.17,1.0,-
11,pbbbppbbpb,103,b,55.34,103,b,77.79,2.7,100.0
11,pbbbppbbpp,106,p,52.83,106,b,68.84,1.7,71.4
11,pbbbppbpbb,132,b,54.55,132,b,96.07,2.6,-
11,pbbbppbpbp,111,p,54.05,111,p,70.28,4.5,-
11,pbbbppbppb,128,p,51.56,128,p,68.94,1.9,-
11,pbbbppbppp,92,b,53.26,92,p,51.61,0.7,0.0
11,pbbbpppbbb,88,b,50,88,b,54.67,2.6,50.0
11,pbbbpppbbp,111,b,54.05,111,p,59.74,0.8,-
11,pbbbpppbpb,102,p,54.9,102,p,67.05,1.8,-
11,pbbbpppbpp,111,p,52.25,111,p,72.67,2.8,-
11,pbbbppppbb,119,p,60.5,119,b,71.21,1.5,-
11,pbbbppppbp,113,b,51.33,113,p,54.51,2.0,-
11,pbbbpppppb,106,p,50,106,p,65.72,2.8,-
11,pbbbpppppp,83,b,57.83,83,p,67.1,1.5,33.3
11,pbbpbbbbbb,104,p,50.96,104,b,61.03,3.3,0.0
11,pbbpbbbbbp,102,p,54.9,102,p,68.06,2.3,50.0
11,pbbpbbbbpb,140,b,52.14,140,b,65.59,3.3,-
11,pbbpbbbbpp,129,p,51.94,129,p,69.92,4.0,-
11,pbbpbbbpbb,143,b,51.05,143,p,55.19,3.3,-
11,pbbpbbbpbp,118,b,55.08,118,p,56.53,3.2,-
11,pbbpbbbppb,123,b,51.22,123,p,52.58,3.6,-
11,pbbpbbbppp,94,b,52.13,94,b,55.94,2.4,57.1
11,pbbpbbpbbb,118,b,50.85,118,b,53.57,4.5,0.0
11,pbbpbbpbbp,146,b,60.27,146,p,54.18,5.0,-
11,pbbpbbpbpb,135,p,51.85,135,p,51.49,3.2,-
11,pbbpbbpbpp,134,p,53.73,134,p,71.42,3.6,-
11,pbbpbbppbb,112,p,55.36,112,p,80.77,1.0,-
11,pbbpbbppbp,104,p,51.92,104,b,72.11,2.1,100.0
11,pbbpbbpppb,122,b,61.48,122,b,80.08,3.9,-
11,pbbpbbpppp,104,b,50.96,104,p,72.84,3.3,-
11,pbbpbpbbbb,116,b,51.72,116,b,60.23,1.8,-
11,pbbpbpbbbp,125,b,50.4,125,p,72.43,1.9,-
11,pbbpbpbbpb,118,p,54.24,118,b,67.92,2.7,-
11,pbbpbpbbpp,114,b,52.63,114,p,75.47,2.4,40.0
11,pbbpbpbpbb,123,b,52.85,123,p,61.24,5.4,60.0
11,pbbpbpbpbp,114,p,54.39,114,b,65.94,1.3,-
11,pbbpbpbppb,127,b,61.42,127,b,69.98,1.1,-
11,pbbpbpbppp,113,p,55.75,113,p,77.28,1.5,-
11,pbbpbppbbb,130,p,52.31,130,b,61,2.2,-
11,pbbpbppbbp,125,p,52.8,125,p,76.6,2.7,-
11,pbbpbppbpb,118,p,51.69,118,p,55.29,1.6,0.0
11,pbbpbppbpp,108,p,54.63,108,b,54.73,1.6,0.0
11,pbbpbpppbb,119,p,52.1,119,b,58.35,2.8,-
11,pbbpbpppbp,97,b,56.7,97,p,53.23,2.9,100.0
11,pbbpbppppb,120,b,54.17,120,p,63.81,0.8,-
11,pbbpbppppp,112,b,55.36,112,b,50.82,1.1,-
11,pbbppbbbbb,109,b,52.29,109,b,60.29,2.3,0.0
11,pbbppbbbbp,115,b,51.3,115,b,50.06,2.6,-
11,pbbppbbbpb,132,b,56.82,132,p,62.57,3.0,-
11,pbbppbbbpp,104,b,50.96,104,b,55.06,2.8,0.0
11,pbbppbbpbb,140,p,57.14,140,p,71.42,6.0,-
11,pbbppbbpbp,103,b,50.49,103,p,56.17,3.6,0.0
11,pbbppbbppb,114,p,62.28,114,b,59.89,0.7,-
11,pbbppbbppp,110,b,54.55,110,b,56.72,4.9,0.0
11,pbbppbpbbb,114,p,62.28,114,b,65.91,2.4,-
11,pbbppbpbbp,117,b,50.43,117,b,60.41,2.6,-
11,pbbppbpbpb,104,b,50,104,p,69.97,2.0,50.0
11,pbbppbpbpp,112,b,58.04,112,p,60.84,3.1,60.0
11,pbbppbppbb,104,b,52.88,104,p,68.03,1.1,50.0
11,pbbppbppbp,107,b,54.21,107,b,80.88,1.5,0.0
11,pbbppbpppb,93,p,56.99,93,p,50.86,2.1,-
11,pbbppbpppp,132,b,54.55,132,b,59.57,4.9,-
11,pbbpppbbbb,90,p,55.56,90,b,50.98,1.3,100.0
11,pbbpppbbbp,119,p,60.5,119,p,66.64,2.3,-
11,pbbpppbbpb,131,b,52.67,131,p,52.38,2.3,-
11,pbbpppbbpp,115,b,52.17,115,p,51.95,4.2,-
11,pbbpppbpbb,137,p,60.58,137,p,69.89,4.5,-
11,pbbpppbpbp,119,b,53.78,119,p,78.81,2.3,-
11,pbbpppbppb,111,p,53.15,111,b,56.6,3.1,-
11,pbbpppbppp,98,p,55.1,98,p,60.55,1.5,0.0
11,pbbppppbbb,93,p,60.22,93,p,50.68,2.9,75.0
11,pbbppppbbp,109,p,57.8,109,p,63.77,3.3,-
11,pbbppppbpb,126,b,56.35,126,b,55.82,1.6,-
11,pbbppppbpp,119,p,52.1,119,b,63.62,3.0,-
11,pbbpppppbb,100,p,52,100,b,50.43,3.1,-
11,pbbpppppbp,108,p,57.41,108,p,84,4.4,-
11,pbbppppppb,99,b,53.54,99,p,77.84,3.2,-
11,pbbppppppp,99,b,50.51,99,b,58.45,1.3,-
11,pbpbbbbbbb,124,p,53.23,124,p,78.13,0.7,-
11,pbpbbbbbbp,118,b,51.69,118,p,76.07,1.6,-
11,pbpbbbbbpb,104,p,55.77,104,p,77.67,2.9,0.0
11,pbpbbbbbpp,130,b,56.92,130,b,67.98,3.3,-
11,pbpbbbbpbb,114,p,55.26,114,b,50.81,3.1,-
11,pbpbbbbpbp,109,b,53.21,109,b,76.76,2.6,-
11,pbpbbbbppb,99,b,60.61,99,b,76.79,2.9,100.0
11,pbpbbbbppp,92,b,54.35,92,p,71.8,0.5,-
11,pbpbbbpbbb,118,p,50,118,b,62.54,2.0,-
11,pbpbbbpbbp,139,p,50.36,139,p,63.69,3.2,-
11,pbpbbbpbpb,108,b,53.7,108,p,64.69,2.0,66.7
11,pbpbbbpbpp,114,p,50.88,114,p,68.48,1.7,-
11,pbpbbbppbb,111,b,61.26,111,b,56.9,1.4,-
11,pbpbbbppbp,128,b,55.47,128,p,55.26,3.5,-
11,pbpbbbpppb,108,b,50.93,108,p,55.56,2.1,50.0
11,pbpbbbpppp,106,b,60.38,106,p,82.75,1.4,50.0
11,pbpbbpbbbb,121,p,58.68,121,p,61.79,2.3,0.0
11,pbpbbpbbbp,111,b,51.35,111,p,58.6,2.1,100.0
11,pbpbbpbbpb,134,p,51.49,134,b,56.5,4.3,-
11,pbpbbpbbpp,118,p,53.39,118,p,91.83,2.9,-
11,pbpbbpbpbb,110,b,59.09,110,b,53.76,2.5,100.0
11,pbpbbpbpbp,106,b,52.83,106,p,54.91,1.2,66.7
11,pbpbbpbppb,122,p,51.64,122,p,79.23,1.6,-
11,pbpbbpbppp,119,p,53.78,119,p,56.09,2.5,-
11,pbpbbppbbb,106,p,51.89,106,b,52.02,2.3,-
11,pbpbbppbbp,125,b,50.4,125,b,55.73,6.4,-
11,pbpbbppbpb,107,b,50.47,107,p,67.11,2.4,-
11,pbpbbppbpp,103,b,52.43,103,p,66.33,2.5,40.0
11,pbpbbpppbb,121,p,52.89,121,p,71.63,2.7,-
11,pbpbbpppbp,129,b,52.71,129,p,54.14,3.3,-
11,pbpbbppppb,114,b,52.63,114,b,53.34,3.3,-
11,pbpbbppppp,93,b,52.69,93,b,76.49,1.7,100.0
11,pbpbpbbbbb,129,p,54.26,129,p,76.31,2.4,-
11,pbpbpbbbbp,102,b,56.86,102,p,56.2,2.9,-
11,pbpbpbbbpb,118,b,60.17,118,b,71.44,2.0,100.0
11,pbpbpbbbpp,111,b,50.45,111,b,56.73,1.2,-
11,pbpbpbbpbb,134,b,50.75,134,p,61.22,3.1,0.0
11,pbpbpbbpbp,97,p,56.7,97,p,63.82,2.6,-
