No,윈도우,prefix,전체 빈도,빈도 기반_예측,빈도 기반_신뢰도(%),빈도 기반_예측빈도,가중치 기반_예측,가중치 기반_신뢰도(%),가중치 기반_예측빈도,시뮬레이션 승률(%)
381,10,pbpppppbb,240,p,54.17,240,p,66.68,3.3,75.0
382,10,pbpppppbp,239,b,55.23,239,p,85.96,3.9,80.0
383,10,pbppppppb,234,p,52.99,234,b,54.39,5.6,16.7
384,10,pbppppppp,239,b,53.14,239,b,50.26,4.5,100.0
385,11,bpbbbbbbbb,147,b,53.74,147,b,57.49,2.5,-
386,11,bpbbbbbbbp,135,b,51.85,135,p,65.56,1.7,-
387,11,bpbbbbbbpb,129,p,50.39,129,p,87.37,2.8,100.0
388,11,bpbbbbbbpp,127,p,51.18,127,p,55.79,1.8,-
389,11,bpbbbbbpbb,124,b,50.81,124,p,80.15,1.3,-
390,11,bpbbbbbpbp,114,p,57.89,114,b,68.7,2.7,0.0
391,11,bpbbbbbppb,140,b,60,140,b,85.34,2.0,-
392,11,bpbbbbbppp,134,b,57.46,134,b,61.36,2.8,-
393,11,bpbbbbpbbb,149,p,50.34,149,p,55.92,3.0,-
394,11,bpbbbbpbbp,132,b,53.03,132,b,69.68,2.0,66.7
395,11,bpbbbbpbpb,147,p,52.38,147,b,68.59,2.8,100.0
396,11,bpbbbbpbpp,127,p,51.97,127,p,60.74,1.8,100.0
397,11,bpbbbbppbb,124,b,52.42,124,b,53.65,1.5,100.0
398,11,bpbbbbppbp,131,b,52.67,131,p,80.57,3.3,0.0
399,11,bpbbbbpppb,125,b,52,125,b,53.67,0.7,-
400,11,bpbbbbpppp,114,b,53.51,114,b,53.11,0.9,0.0
401,11,bpbbbpbbbb,148,p,50.68,148,b,73.97,1.5,-
402,11,bpbbbpbbbp,153,b,52.94,153,b,50.29,2.6,100.0
403,11,bpbbbpbbpb,161,b,52.17,161,b,59.84,3.5,-
404,11,bpbbbpbbpp,142,b,55.63,142,p,61.86,2.0,66.7
405,11,bpbbbpbpbb,136,b,50.74,136,b,52.8,2.1,0.0
406,11,bpbbbpbpbp,136,b,51.47,136,p,55.45,2.3,0.0
407,11,bpbbbpbppb,130,p,50.77,130,b,77.1,1.5,100.0
408,11,bpbbbpbppp,130,b,52.31,130,p,63.37,1.3,-
409,11,bpbbbppbbb,152,p,51.97,152,p,74.2,2.9,-
410,11,bpbbbppbbp,106,p,51.89,106,p,50.06,3.5,0.0
411,11,bpbbbppbpb,155,b,51.61,155,p,75.13,3.4,-
412,11,bpbbbppbpp,123,b,58.54,123,p,55,0.6,-
413,11,bpbbbpppbb,130,b,51.54,130,b,89.86,1.8,-
414,11,bpbbbpppbp,111,p,59.46,111,p,72.24,3.0,-
415,11,bpbbbppppb,141,b,53.19,141,b,80.64,2.6,-
416,11,bpbbbppppp,99,b,51.52,99,p,64.48,1.3,40.0
417,11,bpbbpbbbbb,126,b,51.59,126,p,79.46,2.4,-
418,11,bpbbpbbbbp,159,p,54.09,159,p,74.01,2.9,-
419,11,bpbbpbbbpb,133,b,60.15,133,b,79.75,0.3,50.0
420,11,bpbbpbbbpp,117,b,58.97,117,b,67.72,2.8,100.0
421,11,bpbbpbbpbb,165,p,56.97,165,b,84.74,1.7,-
422,11,bpbbpbbpbp,171,b,52.05,171,p,54.46,3.1,-
423,11,bpbbpbbppb,126,b,57.14,126,p,59.4,2.6,33.3
424,11,bpbbpbbppp,138,p,50,138,b,69.68,2.0,-
425,11,bpbbpbpbbb,142,p,54.23,142,p,55.4,1.8,-
426,11,bpbbpbpbbp,111,p,50.45,111,b,77.55,2.2,0.0
427,11,bpbbpbpbpb,151,b,50.99,151,b,81.82,1.4,-
428,11,bpbbpbpbpp,137,b,51.09,137,p,90.2,2.4,-
429,11,bpbbpbppbb,138,b,57.97,138,b,76.42,1.1,50.0
430,11,bpbbpbppbp,131,b,53.44,131,b,65.04,2.0,-
431,11,bpbbpbpppb,144,b,54.17,144,b,56,0.8,-
432,11,bpbbpbpppp,139,b,53.96,139,b,59.78,2.7,-
433,11,bpbbppbbbb,121,p,53.72,121,p,61.72,1.8,100.0
434,11,bpbbppbbbp,139,b,55.4,139,b,93.74,2.4,-
435,11,bpbbppbbpb,138,b,54.35,138,p,63.43,1.1,50.0
436,11,bpbbppbbpp,131,b,50.38,131,p,65.68,2.2,-
437,11,bpbbppbpbb,132,p,52.27,132,b,79.99,2.0,-
438,11,bpbbppbpbp,123,p,52.03,123,p,52.87,2.8,-
439,11,bpbbppbppb,125,b,53.6,125,b,69.27,3.4,-
440,11,bpbbppbppp,121,p,53.72,121,p,53.54,1.7,28.6
441,11,bpbbpppbbb,126,p,61.11,126,p,54.46,1.7,-
442,11,bpbbpppbbp,155,b,52.9,155,p,55.38,3.3,-
443,11,bpbbpppbpb,146,b,52.05,146,b,74.58,1.3,-
444,11,bpbbpppbpp,124,b,52.42,124,b,77.21,2.3,0.0
445,11,bpbbppppbb,114,p,63.16,114,p,73.96,1.7,-
446,11,bpbbppppbp,137,b,52.55,137,p,74.6,2.9,-
447,11,bpbbpppppb,115,p,53.04,115,p,54.57,0.4,-
448,11,bpbbpppppp,109,b,54.13,109,b,69.79,1.2,83.3
449,11,bpbpbbbbbb,153,b,53.59,153,p,54.82,2.2,-
450,11,bpbpbbbbbp,146,p,56.85,146,p,72.15,1.9,-
451,11,bpbpbbbbpb,131,b,52.67,131,b,63.39,2.1,-
452,11,bpbpbbbbpp,107,p,50.47,107,b,77.02,1.5,50.0
453,11,bpbpbbbpbb,158,b,50,158,p,53.58,3.5,-
454,11,bpbpbbbpbp,123,p,53.66,123,b,62.43,1.5,-
455,11,bpbpbbbppb,145,p,50.34,145,b,57.33,3.7,-
456,11,bpbpbbbppp,127,b,50.39,127,p,63.85,2.1,100.0
457,11,bpbpbbpbbb,122,b,55.74,122,b,69.85,2.8,-
458,11,bpbpbbpbbp,147,b,57.82,147,b,77.93,2.7,-
459,11,bpbpbbpbpb,114,p,53.51,114,p,50.17,2.5,80.0
460,11,bpbpbbpbpp,129,b,54.26,129,b,78.4,0.8,-
461,11,bpbpbbppbb,143,p,55.24,143,b,63.56,0.9,-
462,11,bpbpbbppbp,117,b,51.28,117,p,52.3,2.3,-
463,11,bpbpbbpppb,138,p,52.17,138,b,70.09,2.6,-
464,11,bpbpbbpppp,124,b,55.65,124,b,60.07,1.2,-
465,11,bpbpbpbbbb,131,b,53.44,131,p,55.58,2.1,100.0
466,11,bpbpbpbbbp,149,b,51.68,149,b,77.07,3.4,-
467,11,bpbpbpbbpb,147,b,59.18,147,p,57.19,1.0,-
468,11,bpbpbpbbpp,131,p,50.38,131,p,70.05,1.7,-
469,11,bpbpbpbpbb,124,p,50,124,b,68.04,2.5,50.0
470,11,bpbpbpbpbp,116,p,56.03,116,p,60.45,1.7,-
471,11,bpbpbpbppb,122,b,56.56,122,b,76.67,1.4,-
472,11,bpbpbpbppp,131,p,51.91,131,b,65.11,2.1,-
473,11,bpbpbppbbb,161,p,51.55,161,p,77.24,1.5,-
474,11,bpbpbppbbp,148,b,50,148,b,62.31,1.6,-
475,11,bpbpbppbpb,122,p,51.64,122,p,65.89,1.4,0.0
476,11,bpbpbppbpp,103,b,51.46,103,p,64.62,1.0,0.0
477,11,bpbpbpppbb,130,p,54.62,130,p,80.37,2.2,-
478,11,bpbpbpppbp,125,p,50.4,125,b,65.16,2.9,0.0
479,11,bpbpbppppb,132,b,51.52,132,b,52.82,1.4,-
480,11,bpbpbppppp,116,p,53.45,116,p,87.75,1.7,0.0
481,11,bpbppbbbbb,128,b,57.03,128,b,64.4,0.5,-
482,11,bpbppbbbbp,138,b,55.8,138,b,63.6,2.1,-
483,11,bpbppbbbpb,148,b,52.03,148,b,79.34,2.7,-
484,11,bpbppbbbpp,130,b,50,130,p,70.85,3.6,50.0
485,11,bpbppbbpbb,128,b,53.12,128,b,54.91,1.0,-
486,11,bpbppbbpbp,145,b,56.55,145,b,66.19,2.7,-
487,11,bpbppbbppb,137,b,55.47,137,p,69.01,1.8,-
488,11,bpbppbbppp,116,b,50.86,116,p,87.04,1.0,33.3
489,11,bpbppbpbbb,117,b,52.99,117,b,60.11,1.3,-
490,11,bpbppbpbbp,129,p,50.39,129,b,80.16,2.9,100.0
491,11,bpbppbpbpb,127,b,55.91,127,p,59.02,2.0,100.0
492,11,bpbppbpbpp,121,p,53.72,121,b,68.97,1.9,-
493,11,bpbppbppbb,133,p,58.65,133,p,70.5,1.4,-
494,11,bpbppbppbp,108,b,56.48,108,b,67.6,0.8,-
495,11,bpbppbpppb,134,b,52.99,134,b,61.88,1.9,-
496,11,bpbppbpppp,106,b,51.89,106,b,50.35,2.6,66.7
497,11,bpbpppbbbb,145,b,53.1,145,p,69.68,3.1,-
498,11,bpbpppbbbp,111,b,51.35,111,b,86.53,1.4,33.3
499,11,bpbpppbbpb,147,p,57.82,147,p,70.7,3.4,-
500,11,bpbpppbbpp,133,b,54.89,133,b,71.62,3.2,0.0
501,11,bpbpppbpbb,129,b,54.26,129,p,54.67,1.6,-
502,11,bpbpppbpbp,113,p,54.87,113,p,79.94,2.3,100.0
503,11,bpbpppbppb,113,b,57.52,113,b,71.39,1.5,33.3
504,11,bpbpppbppp,110,b,55.45,110,p,55.35,1.6,0.0
505,11,bpbppppbbb,134,b,52.24,134,b,75.83,2.3,-
506,11,bpbppppbbp,131,b,56.49,131,b,66.25,1.7,100.0
507,11,bpbppppbpb,125,p,50.4,125,p,55.52,2.1,0.0
508,11,bpbppppbpp,119,p,52.94,119,p,92.39,2.6,100.0
509,11,bpbpppppbb,128,p,53.91,128,p,77.78,1.8,-
510,11,bpbpppppbp,123,b,55.28,123,p,82.98,1.1,-
511,11,bpbppppppb,121,b,50.41,121,b,65.83,3.5,25.0
512,11,bpbppppppp,115,b,55.65,115,b,62.5,0.9,-
513,11,bppbbbbbbb,151,p,53.64,151,b,92.26,1.3,-
514,11,bppbbbbbbp,133,p,53.38,133,p,88.65,2.8,-
515,11,bppbbbbbpb,122,b,50.82,122,p,75.28,2.3,-
516,11,bppbbbbbpp,98,p,58.16,98,p,80.29,1.1,100.0
517,11,bppbbbbpbb,143,p,60.14,143,p,81.41,0.9,-
518,11,bppbbbbpbp,122,p,55.74,122,p,56.87,2.9,-
519,11,bppbbbbppb,137,p,54.74,137,b,64.55,3.3,-
520,11,bppbbbbppp,115,b,50.43,115,p,50.87,2.7,50.0
521,11,bppbbbpbbb,143,b,52.45,143,b,78.21,2.5,-
522,11,bppbbbpbbp,131,b,51.15,131,b,50.78,1.4,-
523,11,bppbbbpbpb,147,p,56.46,147,p,69.06,2.7,-
524,11,bppbbbpbpp,115,p,53.04,115,p,81.57,2.2,100.0
525,11,bppbbbppbb,118,p,58.47,118,b,51.01,2.6,-
526,11,bppbbbppbp,111,p,51.35,111,p,84.53,1.5,-
527,11,bppbbbpppb,122,p,54.92,122,p,79.08,3.2,-
528,11,bppbbbpppp,108,b,54.63,108,p,61.13,1.6,33.3
529,11,bppbbpbbbb,126,p,53.97,126,p,53.5,1.4,80.0
530,11,bppbbpbbbp,132,b,50,132,b,66.17,2.2,-
531,11,bppbbpbbpb,151,b,52.98,151,b,77.35,0.8,-
532,11,bppbbpbbpp,111,b,50.45,111,b,64.46,1.7,-
533,11,bppbbpbpbb,138,p,50,138,p,54.76,1.0,-
534,11,bppbbpbpbp,126,p,51.59,126,b,69.25,3.8,50.0
535,11,bppbbpbppb,136,b,51.47,136,p,72.36,2.3,-
536,11,bppbbpbppp,125,p,52,125,p,73.47,2.2,0.0
537,11,bppbbppbbb,121,b,52.07,121,b,95.12,1.6,75.0
538,11,bppbbppbbp,140,b,52.14,140,p,85.41,2.1,-
539,11,bppbbppbpb,143,p,53.15,143,p,65.22,2.4,-
540,11,bppbbppbpp,125,p,50.4,125,p,66.74,2.1,100.0
541,11,bppbbpppbb,136,b,50.74,136,b,57.6,2.4,-
542,11,bppbbpppbp,129,b,52.71,129,b,84.72,2.8,-
543,11,bppbbppppb,120,p,51.67,120,b,57.53,2.5,-
544,11,bppbbppppp,116,p,56.03,116,p,57.12,4.2,60.0
545,11,bppbpbbbbb,126,p,50.79,126,p,54.63,2.1,-
546,11,bppbpbbbbp,113,b,51.33,113,b,57.87,1.1,-
547,11,bppbpbbbpb,148,p,52.03,148,p,76.26,1.5,-
548,11,bppbpbbbpp,130,p,50,130,b,59.5,2.8,-
549,11,bppbpbbpbb,141,b,53.19,141,p,77.99,2.5,-
550,11,bppbpbbpbp,145,b,52.41,145,b,56.78,1.4,-
551,11,bppbpbbppb,111,p,57.66,111,p,53.87,1.4,0.0
552,11,bppbpbbppp,125,b,56.8,125,p,92.34,0.5,-
553,11,bppbpbpbbb,136,b,52.21,136,p,59.35,3.4,-
554,11,bppbpbpbbp,116,p,57.76,116,b,77.56,0.8,-
555,11,bppbpbpbpb,122,b,57.38,122,p,61.09,2.2,100.0
556,11,bppbpbpbpp,125,b,57.6,125,b,54.35,1.4,100.0
557,11,bppbpbppbb,141,p,55.32,141,b,76.03,2.3,-
558,11,bppbpbppbp,142,p,52.11,142,p,53.58,3.1,-
559,11,bppbpbpppb,114,b,58.77,114,b,83.94,1.4,50.0
560,11,bppbpbpppp,121,b,57.02,121,b,97.77,2.2,-
561,11,bppbppbbbb,132,b,53.03,132,p,58.99,2.7,-
562,11,bppbppbbbp,114,b,53.51,114,b,62.78,1.7,-
563,11,bppbppbbpb,141,b,50.35,141,p,65.07,2.6,-
564,11,bppbppbbpp,128,b,54.69,128,p,52.89,1.7,-
565,11,bppbppbpbb,131,p,53.44,131,b,51.11,1.4,-
566,11,bppbppbpbp,135,p,53.33,135,p,68.49,2.3,-
567,11,bppbppbppb,115,b,53.91,115,p,80.34,2.0,-
568,11,bppbppbppp,107,b,53.27,107,p,55.49,2.4,0.0
569,11,bppbpppbbb,146,p,51.37,146,p,62.33,3.9,-
570,11,bppbpppbbp,103,b,50.49,103,p,63.32,1.2,100.0
571,11,bppbpppbpb,110,p,51.82,110,p,52.55,1.8,0.0
572,11,bppbpppbpp,131,p,51.91,131,p,68.16,2.1,-
573,11,bppbppppbb,127,b,51.97,127,b,90.78,1.3,-
574,11,bppbppppbp,98,b,57.14,98,p,60.64,2.5,-
575,11,bppbpppppb,97,b,50.52,97,p,83.54,1.8,-
576,11,bppbpppppp,118,p,55.93,118,p,63.74,2.5,-
577,11,bpppbbbbbb,121,b,53.72,121,p,54.62,2.8,-
578,11,bpppbbbbbp,124,b,54.03,124,b,70.8,2.4,-
579,11,bpppbbbbpb,116,p,50.86,116,p,67.75,3.7,60.0
580,11,bpppbbbbpp,133,b,52.63,133,b,77.77,2.7,-
581,11,bpppbbbpbb,125,p,56.8,125,p,89.61,2.3,100.0
582,11,bpppbbbpbp,112,b,52.68,112,p,67.92,4.1,-
583,11,bpppbbbppb,132,p,50,132,p,63.28,0.6,-
584,11,bpppbbbppp,120,b,50,120,b,86.14,2.5,-
585,11,bpppbbpbbb,133,p,55.64,133,p,55.38,1.6,-
586,11,bpppbbpbbp,126,p,64.29,126,p,77.81,3.2,-
587,11,bpppbbpbpb,148,b,52.7,148,b,55.1,3.2,-
588,11,bpppbbpbpp,128,b,53.12,128,p,57.62,4.6,50.0
589,11,bpppbbppbb,131,b,57.25,131,b,70.56,2.8,-
590,11,bpppbbppbp,109,p,52.29,109,b,63.5,2.2,100.0
591,11,bpppbbpppb,116,p,53.45,116,b,56.62,0.7,-
592,11,bpppbbpppp,125,b,54.4,125,b,85.14,1.7,-
593,11,bpppbpbbbb,124,p,50,124,b,64.6,2.7,0.0
594,11,bpppbpbbbp,132,b,56.82,132,b,57.92,3.0,-
595,11,bpppbpbbpb,134,p,50.75,134,p,85.75,1.3,-
596,11,bpppbpbbpp,126,b,53.17,126,b,50.45,2.1,-
597,11,bpppbpbpbb,112,b,50,112,p,82.77,1.0,-
598,11,bpppbpbpbp,134,b,50.75,134,p,56.17,2.3,-
599,11,bpppbpbppb,112,p,53.57,112,b,56.5,3.6,100.0
600,11,bpppbpbppp,120,b,55,120,b,89.93,1.3,-
601,11,bpppbppbbb,118,b,55.93,118,b,83.18,1.7,-
602,11,bpppbppbbp,113,p,50.44,113,p,58.03,4.5,0.0
603,11,bpppbppbpb,125,p,59.2,125,b,59.99,1.0,-
604,11,bpppbppbpp,114,b,51.75,114,b,77.59,1.6,0.0
605,11,bpppbpppbb,119,b,52.94,119,b,55.8,3.1,-
606,11,bpppbpppbp,134,b,52.99,134,b,87.49,1.9,-
607,11,bpppbppppb,118,b,56.78,118,b,54.85,0.6,-
608,11,bpppbppppp,116,b,51.72,116,b,58.15,2.2,0.0
609,11,bppppbbbbb,125,b,55.2,125,b,52.58,2.8,-
610,11,bppppbbbbp,119,b,53.78,119,p,50.92,3.3,25.0
611,11,bppppbbbpb,120,b,55,120,b,65.26,1.5,-
612,11,bppppbbbpp,112,p,59.82,112,p,81.88,1.1,-
613,11,bppppbbpbb,136,p,55.88,136,p,66.17,3.0,100.0
614,11,bppppbbpbp,130,p,54.62,130,p,67.04,2.2,-
615,11,bppppbbppb,132,b,54.55,132,b,70.14,2.5,-
616,11,bppppbbppp,120,b,53.33,120,p,63.54,2.1,50.0
617,11,bppppbpbbb,145,p,55.86,145,p,60.76,3.0,0.0
618,11,bppppbpbbp,123,p,52.03,123,p,68.8,2.9,-
619,11,bppppbpbpb,129,p,55.81,129,b,80.97,2.3,-
620,11,bppppbpbpp,113,b,51.33,113,p,52.51,1.7,50.0
621,11,bppppbppbb,117,p,64.96,117,p,85.95,1.6,66.7
622,11,bppppbppbp,127,p,50.39,127,p,71.4,2.5,-
623,11,bppppbpppb,119,p,52.94,119,b,55.27,1.4,-
624,11,bppppbpppp,127,b,51.97,127,b,54.08,7.5,-
625,11,bpppppbbbb,107,b,56.07,107,b,86.88,1.1,75.0
626,11,bpppppbbbp,121,p,56.2,121,p,60.57,1.8,-
627,11,bpppppbbpb,122,p,51.64,122,b,91.08,1.8,-
628,11,bpppppbbpp,127,p,50.39,127,p,86.32,2.5,-
629,11,bpppppbpbb,135,p,52.59,135,b,63.22,0.6,-
630,11,bpppppbpbp,96,b,56.25,96,b,81.24,0.8,-
631,11,bpppppbppb,109,b,52.29,109,b,76.79,1.7,66.7
632,11,bpppppbppp,124,p,50.81,124,b,54.03,3.9,-
633,11,bppppppbbb,118,b,53.39,118,p,52.71,1.8,-
634,11,bppppppbbp,109,p,52.29,109,b,73.57,2.4,100.0
635,11,bppppppbpb,126,p,57.94,126,p,55.12,1.7,-
636,11,bppppppbpp,97,p,54.64,97,b,65.95,1.4,100.0
637,11,bpppppppbb,128,p,58.59,128,p,93.84,2.3,-
638,11,bpppppppbp,108,p,50.93,108,p,60.7,0.7,-
639,11,bppppppppb,110,b,56.36,110,b,74.39,1.4,25.0
640,11,bppppppppp,117,b,51.28,117,b,96.03,3.4,-
641,11,pbbbbbbbbb,153,p,56.86,153,p,61.46,3.2,-
642,11,pbbbbbbbbp,129,b,54.26,129,p,68.88,2.2,100.0
643,11,pbbbbbbbpb,149,b,50.34,149,b,91.78,1.2,-
644,11,pbbbbbbbpp,134,b,50.75,134,b,56.41,1.6,-
645,11,pbbbbbbpbb,133,b,56.39,133,b,65.13,1.5,-
646,11,pbbbbbbpbp,113,p,50.44,113,p,59.77,3.7,50.0
647,11,pbbbbbbppb,120,b,59.17,120,b,86.12,2.8,-
648,11,pbbbbbbppp,140,p,55,140,b,55.76,2.8,-
649,11,pbbbbbpbbb,123,b,57.72,123,b,58.43,1.7,-
650,11,pbbbbbpbbp,125,p,53.6,125,b,67.44,1.3,-
651,11,pbbbbbpbpb,102,b,56.86,102,b,70.21,2.8,50.0
652,11,pbbbbbpbpp,126,b,51.59,126,p,58.06,1.7,-
653,11,pbbbbbppbb,122,b,54.1,122,p,62.97,2.2,-
654,11,pbbbbbppbp,111,b,52.25,111,p,79.05,1.0,75.0
655,11,pbbbbbpppb,141,p,50.35,141,b,80.16,2.6,-
656,11,pbbbbbpppp,118,b,53.39,118,b,85.56,1.8,-
657,11,pbbbbpbbbb,125,p,55.2,125,p,54.8,2.2,40.0
658,11,pbbbbpbbbp,135,b,54.07,135,b,58.52,2.1,-
659,11,pbbbbpbbpb,149,b,54.36,149,b,52.31,2.5,-
660,11,pbbbbpbbpp,131,p,52.67,131,b,86.14,2.4,-
661,11,pbbbbpbpbb,130,b,51.54,130,p,87.86,3.4,60.0
662,11,pbbbbpbpbp,128,p,54.69,128,p,70.34,1.8,100.0
663,11,pbbbbpbppb,126,p,50,126,b,88.46,1.6,-
664,11,pbbbbpbppp,137,b,50.36,137,b,58.57,2.5,-
665,11,pbbbbppbbb,116,b,55.17,116,p,61.48,1.7,-
666,11,pbbbbppbbp,133,p,52.63,133,p,55.49,3.0,-
667,11,pbbbbppbpb,145,p,50.34,145,b,51.06,2.9,-
668,11,pbbbbppbpp,128,b,64.06,128,b,65.01,4.4,-
669,11,pbbbbpppbb,118,p,51.69,118,b,66.72,1.2,-
670,11,pbbbbpppbp,116,p,51.72,116,p,71.48,1.7,-
671,11,pbbbbppppb,123,p,52.85,123,p,76.53,2.0,-
672,11,pbbbbppppp,109,p,51.38,109,p,56.41,0.7,50.0
673,11,pbbbpbbbbb,135,p,50.37,135,b,79.99,2.1,100.0
674,11,pbbbpbbbbp,134,b,58.96,134,b,78.19,1.9,0.0
675,11,pbbbpbbbpb,150,p,54,150,p,54.4,2.2,-
676,11,pbbbpbbbpp,136,p,57.35,136,p,73.5,1.4,33.3
677,11,pbbbpbbpbb,146,p,50.68,146,p,53.68,2.9,-
678,11,pbbbpbbpbp,141,p,54.61,141,b,73.51,2.6,-
679,11,pbbbpbbppb,147,b,53.74,147,b,56,1.9,50.0
680,11,pbbbpbbppp,132,b,53.79,132,b,69.53,1.7,25.0
681,11,pbbbpbpbbb,133,p,53.38,133,p,81.72,2.2,-
682,11,pbbbpbpbbp,124,p,50.81,124,p,56.75,2.0,0.0
683,11,pbbbpbpbpb,147,b,52.38,147,p,55.36,3.8,-
684,11,pbbbpbpbpp,132,p,51.52,132,p,55.53,1.9,-
685,11,pbbbpbppbb,120,b,58.33,120,b,91.38,2.5,-
686,11,pbbbpbppbp,109,p,52.29,109,p,79.69,0.9,100.0
687,11,pbbbpbpppb,119,p,52.1,119,b,86.73,2.2,50.0
688,11,pbbbpbpppp,123,b,50.41,123,p,65.07,3.0,-
689,11,pbbbppbbbb,127,b,50.39,127,b,87.79,2.1,-
690,11,pbbbppbbbp,124,b,57.26,124,p,55.2,2.1,-
691,11,pbbbppbbpb,114,b,55.26,114,b,70.79,1.9,100.0
692,11,pbbbppbbpp,118,p,52.54,118,p,54.53,2.6,71.4
693,11,pbbbppbpbb,146,b,56.16,146,b,95.88,1.0,-
694,11,pbbbppbpbp,131,p,52.67,131,b,52.05,2.9,-
695,11,pbbbppbppb,145,p,50.34,145,p,54.22,1.7,-
696,11,pbbbppbppp,105,b,54.29,105,b,60.71,1.1,0.0
697,11,pbbbpppbbb,108,p,51.85,108,p,64.18,3.8,50.0
698,11,pbbbpppbbp,124,b,55.65,124,b,85.42,1.2,-
699,11,pbbbpppbpb,117,p,55.56,117,p,79.03,3.2,-
700,11,pbbbpppbpp,128,p,51.56,128,b,64.79,3.5,-
701,11,pbbbppppbb,137,p,59.12,137,b,58.34,2.7,-
702,11,pbbbppppbp,132,b,50.76,132,p,57.64,1.4,-
703,11,pbbbpppppb,120,p,50,120,b,57.72,1.4,-
704,11,pbbbpppppp,95,b,53.68,95,p,96.3,1.3,33.3
705,11,pbbpbbbbbb,120,p,50.83,120,p,55.66,1.7,0.0
706,11,pbbpbbbbbp,119,p,52.1,119,p,70.27,2.5,50.0
707,11,pbbpbbbbpb,154,b,50.65,154,p,77.78,1.5,-
708,11,pbbpbbbbpp,146,p,50,146,b,91.77,3.2,-
709,11,pbbpbbbpbb,155,b,50.97,155,p,76.54,0.7,-
710,11,pbbpbbbpbp,128,b,53.91,128,p,65.38,1.0,-
711,11,pbbpbbbppb,141,b,52.48,141,b,64.17,2.6,-
712,11,pbbpbbbppp,112,b,52.68,112,b,67.34,3.0,57.1
713,11,pbbpbbpbbb,134,b,51.49,134,b,50.7,2.3,0.0
714,11,pbbpbbpbbp,163,b,59.51,163,b,59.18,0.9,-
715,11,pbbpbbpbpb,150,p,52,150,p,59.54,1.7,-
716,11,pbbpbbpbpp,151,p,51.66,151,b,52.45,2.4,-
717,11,pbbpbbppbb,129,p,53.49,129,b,72.77,2.4,-
718,11,pbbpbbppbp,119,p,51.26,119,p,62.15,3.5,100.0
719,11,pbbpbbpppb,145,b,57.24,145,p,65.04,4.4,-
720,11,pbbpbbpppp,118,b,50.85,118,b,75.86,1.6,-
721,11,pbbpbpbbbb,131,b,51.15,131,b,53,1.2,-
722,11,pbbpbpbbbp,145,p,50.34,145,p,63.24,2.1,-
723,11,pbbpbpbbpb,130,p,51.54,130,p,54.83,2.6,-
724,11,pbbpbpbbpp,129,b,52.71,129,b,59.63,1.5,40.0
725,11,pbbpbpbpbb,141,b,53.9,141,p,56.5,1.3,60.0
726,11,pbbpbpbpbp,128,p,53.91,128,b,58.69,1.0,-
727,11,pbbpbpbppb,140,b,60,140,p,65.54,0.5,-
728,11,pbbpbpbppp,132,p,52.27,132,b,83.29,3.2,-
729,11,pbbpbppbbb,141,p,53.19,141,p,76.49,1.4,-
730,11,pbbpbppbbp,134,p,52.24,134,b,61.15,1.1,-
731,11,pbbpbppbpb,134,p,50.75,134,b,73.69,3.0,0.0
732,11,pbbpbppbpp,125,p,53.6,125,p,63.9,0.9,0.0
733,11,pbbpbpppbb,140,p,52.14,140,p,52.43,2.3,-
734,11,pbbpbpppbp,114,b,56.14,114,p,52.1,0.9,100.0
735,11,pbbpbppppb,136,b,52.21,136,p,59.21,2.2,-
736,11,pbbpbppppp,134,b,59.7,134,b,69.24,2.1,-
737,11,pbbppbbbbb,129,b,52.71,129,p,54.12,2.3,0.0
738,11,pbbppbbbbp,132,b,50,132,p,63.53,3.1,-
739,11,pbbppbbbpb,148,b,54.05,148,p,73.8,3.3,-
740,11,pbbppbbbpp,115,b,51.3,115,p,62.38,0.5,0.0
741,11,pbbppbbpbb,152,p,55.92,152,b,69.25,1.0,-
742,11,pbbppbbpbp,122,b,50.82,122,p,56.09,1.5,0.0
743,11,pbbppbbppb,131,p,59.54,131,p,51.31,1.4,-
744,11,pbbppbbppp,129,b,55.04,129,p,69.41,3.2,0.0
745,11,pbbppbpbbb,136,p,61.76,136,p,58.03,3.2,-
746,11,pbbppbpbbp,132,b,50.76,132,b,68.01,1.0,-
747,11,pbbppbpbpb,123,b,51.22,123,b,66.53,2.4,50.0
748,11,pbbppbpbpp,130,b,58.46,130,b,59.08,3.0,60.0
749,11,pbbppbppbb,123,b,53.66,123,b,66.78,3.1,50.0
750,11,pbbppbppbp,122,b,53.28,122,b,80.51,1.4,0.0
751,11,pbbppbpppb,110,p,55.45,110,b,64.96,2.2,-
752,11,pbbppbpppp,148,b,56.08,148,b,61.01,2.0,-
753,11,pbbpppbbbb,99,p,54.55,99,b,87.75,1.2,100.0
754,11,pbbpppbbbp,138,p,60.14,138,b,57.81,2.1,-
755,11,pbbpppbbpb,149,b,53.02,149,b,55.3,2.8,-
756,11,pbbpppbbpp,128,b,54.69,128,b,76.08,2.5,-
757,11,pbbpppbpbb,156,p,60.9,156,p,64.23,3.2,-
758,11,pbbpppbpbp,133,b,53.38,133,p,61.36,1.0,-
759,11,pbbpppbppb,123,p,52.85,123,p,53.31,2.2,-
760,11,pbbpppbppp,116,p,53.45,116,p,57.21,1.3,0.0
761,11,pbbppppbbb,101,p,58.42,101,b,79.46,1.1,75.0
762,11,pbbppppbbp,128,p,55.47,128,b,53.64,3.4,-
